"num_parents","num_siblings","num_children","num_first_degree","num_grandparents","num_aunts_uncles","num_nephews_nieces","num_second_degree","num_first_cousins","num_second_cousins","num_third_cousins"
2,2,0,4,4,7,3,14,12,61,278
2,2,5,9,4,9,7,20,17,56,297
2,6,3,11,4,7,17,28,9,60,568
2,5,3,10,4,18,14,36,46,72,383
2,0,3,5,4,9,0,13,23,20,370
2,4,6,12,4,1,13,18,3,39,365
2,1,4,7,4,4,1,9,4,92,315
2,4,5,11,4,2,5,11,3,45,365
2,1,1,4,4,16,1,21,41,135,262
2,1,0,3,4,10,0,14,25,33,304
2,3,1,6,4,12,8,24,28,94,176
2,0,1,3,4,4,0,8,7,93,214
2,2,1,5,4,3,1,8,0,104,513
2,4,0,6,4,3,14,21,4,16,349
2,0,0,2,4,7,0,11,9,44,385
2,0,3,5,4,5,0,9,11,44,191
2,2,0,4,4,3,7,14,8,80,216
2,2,0,4,4,5,1,10,12,20,256
2,4,4,10,4,9,13,26,16,37,223
2,2,3,7,4,5,4,13,14,94,304
2,4,0,6,4,9,4,17,15,44,245
2,3,2,7,4,4,10,18,3,123,243
2,1,1,4,4,10,6,20,19,38,266
2,4,3,9,4,11,10,25,15,102,457
2,2,8,12,4,8,8,20,21,137,306
2,2,1,5,4,9,3,16,17,110,329
2,1,2,5,4,2,4,10,4,108,189
2,0,2,4,4,8,0,12,17,24,238
2,1,0,3,4,10,1,15,14,63,280
2,0,1,3,4,8,0,12,22,63,335
2,3,1,6,4,6,6,16,13,88,276
2,3,0,5,4,12,3,19,34,121,238
2,3,5,10,4,6,8,18,21,20,459
2,5,0,7,4,4,8,16,5,107,366
2,3,0,5,4,4,4,12,12,52,204
2,4,2,8,4,8,9,21,14,45,455
2,6,0,8,4,8,17,29,15,51,337
2,5,2,9,4,10,11,25,17,117,251
2,5,3,10,4,10,13,27,30,51,446
2,3,0,5,4,10,12,26,23,63,250
2,3,3,8,4,9,7,20,19,63,154
2,2,0,4,4,6,6,16,7,33,89
2,0,0,2,4,8,0,12,10,60,266
2,1,0,3,4,12,0,16,31,17,570
2,1,1,4,4,6,0,10,20,61,356
2,5,0,7,4,3,20,27,8,59,139
2,7,0,9,4,9,22,35,19,94,299
2,0,3,5,4,10,0,14,19,129,294
2,4,0,6,4,4,9,17,7,56,472
2,5,2,9,4,7,14,25,16,67,566
2,9,8,19,4,5,11,20,7,48,372
2,2,3,7,4,2,3,9,4,45,280
2,0,0,2,4,9,0,13,27,54,409
2,6,0,8,4,5,20,29,10,22,234
2,8,7,17,4,4,22,30,4,85,279
2,6,0,8,4,8,6,18,11,101,368
2,0,1,3,4,2,0,6,7,22,278
2,3,2,7,4,4,4,12,7,21,254
2,3,3,8,4,2,2,8,6,79,536
2,1,1,4,4,8,4,16,26,45,511
2,1,2,5,4,4,3,11,4,66,348
2,6,2,10,4,6,22,32,22,40,150
2,2,2,6,4,0,5,9,0,79,128
2,3,0,5,4,14,7,25,32,129,367
2,1,5,8,4,8,1,13,23,33,215
2,1,2,5,4,10,0,14,21,25,231
2,4,3,9,4,4,10,18,12,106,210
2,0,3,5,4,4,0,8,13,71,429
2,1,7,10,4,8,0,12,22,90,306
2,1,0,3,4,5,0,9,11,78,195
2,5,0,7,4,4,14,22,8,116,308
2,5,5,12,4,4,9,17,4,106,225
2,4,3,9,4,5,11,20,25,32,489
2,3,0,5,4,8,15,27,21,61,423
2,1,1,4,4,10,0,14,17,60,302
2,5,4,11,4,11,6,21,21,134,391
2,4,1,7,4,5,8,17,8,16,162
2,0,4,6,4,2,0,6,5,87,176
2,2,1,5,4,2,9,15,11,82,374
2,0,4,6,4,13,0,17,30,44,238
2,2,3,7,4,11,0,15,14,143,210
2,4,8,14,4,4,7,15,9,94,361
2,6,4,12,4,13,6,23,32,102,345
2,3,0,5,4,5,5,14,8,51,345
2,3,4,9,4,3,4,11,4,67,324
2,3,3,8,4,4,7,15,10,87,202
2,1,0,3,4,9,0,13,15,67,367
2,6,5,13,4,12,12,28,29,38,222
2,2,3,7,4,4,2,10,16,85,301
2,6,2,10,4,9,7,20,20,113,273
2,2,0,4,4,8,0,12,14,19,173
2,3,1,6,4,1,3,8,2,129,313
2,5,0,7,4,7,12,23,17,48,264
2,0,0,2,4,5,0,9,23,102,282
2,2,2,6,4,9,8,21,12,26,148
2,2,0,4,4,12,2,18,21,63,462
2,1,2,5,4,7,2,13,9,61,231
2,2,0,4,4,5,6,15,18,43,372
2,5,2,9,4,16,22,42,31,135,278
2,3,7,12,4,6,7,17,21,40,382
2,1,0,3,4,15,5,24,30,48,339
2,6,0,8,4,4,5,13,2,48,180
2,1,2,5,4,5,4,13,15,44,302
2,2,3,7,4,12,2,18,14,38,504
2,4,2,8,4,6,4,14,13,56,227
2,1,1,4,4,5,3,12,9,81,359
2,11,1,14,4,9,25,38,23,52,409
2,1,0,3,4,14,4,22,47,65,347
2,5,1,8,4,6,6,16,18,63,321
2,8,3,13,4,8,11,23,21,70,430
2,2,4,8,4,5,5,14,9,109,257
2,3,1,6,4,3,3,10,4,50,208
2,2,3,7,4,5,5,14,7,75,291
2,2,7,11,4,11,1,16,22,95,305
2,0,2,4,4,4,0,8,6,90,304
2,1,1,4,4,2,0,6,4,108,359
2,2,1,5,4,11,6,21,40,83,353
2,4,5,11,4,8,14,26,11,11,440
2,1,1,4,4,9,0,13,21,62,259
2,2,1,5,4,4,1,9,9,11,327
2,5,3,10,4,9,5,18,14,46,362
2,2,0,4,4,5,6,15,8,23,186
2,9,1,12,4,0,17,21,0,76,630
2,3,1,6,4,13,3,20,18,30,173
2,1,5,8,4,7,1,12,10,58,243
2,3,5,10,4,9,5,18,18,107,341
2,2,0,4,4,5,0,9,4,51,89
2,1,2,5,4,2,0,6,0,106,223
2,2,3,7,4,7,6,17,17,142,193
2,0,3,5,4,6,0,10,11,86,253
2,3,1,6,4,9,8,21,8,76,206
2,1,0,3,4,5,2,11,5,46,237
2,8,5,15,4,6,19,29,29,73,196
2,2,1,5,4,4,4,12,4,70,182
2,6,0,8,4,2,15,21,4,70,288
2,6,5,13,4,12,17,33,23,86,232
2,4,1,7,4,8,4,16,18,46,191
2,0,0,2,4,4,0,8,12,80,240
2,0,2,4,4,7,0,11,11,113,159
2,6,1,9,4,5,11,20,17,118,378
2,3,3,8,4,3,2,9,12,94,257
2,5,4,11,4,6,13,23,17,21,316
2,0,1,3,4,6,0,10,14,115,209
2,4,4,10,4,5,6,15,11,174,240
2,7,3,12,4,7,13,24,25,23,285
2,0,3,5,4,8,0,12,21,107,172
2,7,5,14,4,5,32,41,13,83,196
2,4,0,6,4,3,12,19,6,47,322
2,3,0,5,4,5,9,18,7,47,374
2,2,0,4,4,12,13,29,21,78,333
2,4,5,11,4,5,11,20,15,79,256
2,2,4,8,4,3,3,10,8,103,408
2,2,4,8,4,3,3,10,13,48,230
2,3,2,7,4,11,3,18,19,36,146
2,4,0,6,4,7,7,18,15,22,377
2,4,3,9,4,7,9,20,14,78,479
2,5,5,12,4,7,12,23,11,81,216
2,4,1,7,4,4,12,20,4,47,302
2,4,4,10,4,7,3,14,10,37,287
2,9,3,14,4,10,17,31,18,50,154
2,2,1,5,4,3,10,17,11,87,313
2,2,3,7,4,6,8,18,8,81,270
2,7,0,9,4,19,28,51,41,98,302
2,10,1,13,4,10,11,25,22,44,417
2,3,5,10,4,6,5,15,7,62,244
2,3,3,8,4,13,11,28,29,111,215
2,6,8,16,4,8,17,29,29,74,242
2,7,0,9,4,1,8,13,0,79,329
2,3,4,9,4,4,7,15,3,40,209
2,0,0,2,4,4,0,8,6,102,337
2,3,8,13,4,5,13,22,8,74,251
2,4,3,9,4,4,4,12,13,90,244
2,7,3,12,4,10,28,42,16,79,442
2,1,0,3,4,6,1,11,10,53,299
2,5,1,8,4,2,13,19,5,95,313
2,2,6,10,4,4,8,16,10,25,346
2,1,3,6,4,4,1,9,16,60,388
2,4,0,6,4,4,8,16,5,83,132
2,2,0,4,4,8,6,18,21,66,246
2,0,3,5,4,7,0,11,12,72,211
2,5,2,9,4,4,12,20,10,77,432
2,3,3,8,4,7,7,18,18,47,221
2,4,1,7,4,7,13,24,14,93,389
2,2,2,6,4,6,4,14,11,26,291
2,2,3,7,4,7,8,19,16,143,426
2,2,0,4,4,6,4,14,18,78,336
2,3,4,9,4,10,8,22,27,62,576
2,0,4,6,4,7,0,11,11,70,302
2,4,5,11,4,12,3,19,17,48,318
2,4,3,9,4,8,2,14,11,31,452
2,1,1,4,4,2,2,8,0,32,357
2,4,4,10,4,7,13,24,8,65,185
2,2,0,4,4,9,6,19,30,33,477
2,3,4,9,4,10,6,20,17,79,227
2,4,1,7,4,6,3,13,5,97,217
2,5,0,7,4,8,14,26,12,138,199
2,1,1,4,4,3,1,8,6,131,234
2,0,5,7,4,7,0,11,25,71,363
2,3,5,10,4,3,11,18,7,110,355
2,6,3,11,4,4,17,25,8,38,331
2,5,4,11,4,6,9,19,12,41,338
2,0,1,3,4,1,0,5,3,28,446
2,4,5,11,4,14,4,22,28,147,487
2,4,1,7,4,4,5,13,4,153,268
2,1,5,8,4,3,0,7,11,42,325
2,1,0,3,4,10,3,17,11,20,288
2,2,1,5,4,7,6,17,17,38,344
2,0,11,13,4,6,0,10,18,37,363
2,4,1,7,4,6,13,23,6,73,472
2,4,0,6,4,12,7,23,26,44,378
2,1,8,11,4,4,1,9,12,78,317
2,11,4,17,4,2,35,41,5,53,356
2,1,0,3,4,8,1,13,16,62,240
2,0,0,2,4,5,0,9,18,81,209
2,2,0,4,4,4,8,16,12,97,325
2,5,2,9,4,7,13,24,8,72,348
2,4,2,8,4,8,7,19,23,22,597
2,5,0,7,4,7,6,17,16,73,215
2,1,11,14,4,3,1,8,12,67,257
2,0,0,2,4,9,0,13,10,69,183
2,1,3,6,4,6,5,15,6,53,213
2,9,0,11,4,3,17,24,3,43,169
2,5,1,8,4,3,17,24,2,61,335
2,4,0,6,4,4,7,15,4,66,322
2,2,6,10,4,5,6,15,9,18,210
2,4,1,7,4,3,23,30,7,72,283
2,2,6,10,4,5,6,15,19,40,218
2,0,0,2,4,6,0,10,22,71,68
2,6,2,10,4,7,18,29,14,72,319
2,0,2,4,4,4,0,8,8,32,71
2,2,0,4,4,15,4,23,48,43,173
2,2,4,8,4,4,12,20,19,62,225
2,1,1,4,4,3,4,11,2,92,387
2,3,5,10,4,11,4,19,23,82,205
2,1,0,3,4,7,0,11,22,80,237
2,3,1,6,4,4,8,16,10,64,531
2,4,3,9,4,3,14,21,1,50,465
2,9,3,14,4,7,21,32,12,35,285
2,6,0,8,4,4,15,23,3,95,353
2,0,3,5,4,8,0,12,13,91,414
2,1,6,9,4,6,0,10,15,35,301
2,4,3,9,4,6,2,12,8,27,177
2,2,4,8,4,5,7,16,12,75,282
2,4,1,7,4,9,15,28,19,53,400
2,3,3,8,4,3,1,8,5,110,281
2,1,0,3,4,2,3,9,3,59,499
2,5,0,7,4,3,10,17,5,69,282
2,5,4,11,4,6,11,21,14,54,565
2,7,2,11,4,1,10,15,2,13,379
2,10,2,14,4,8,33,45,18,32,185
2,6,1,9,4,9,10,23,25,63,388
2,4,5,11,4,12,4,20,31,130,283
2,10,1,13,4,7,16,27,14,67,336
2,3,2,7,4,22,11,37,38,32,405
2,1,1,4,4,9,4,17,10,136,497
2,3,2,7,4,11,7,22,13,66,122
2,3,5,10,4,9,3,16,19,104,161
2,3,4,9,4,12,7,23,38,104,432
2,1,0,3,4,7,0,11,9,63,274
2,2,3,7,4,2,6,12,4,63,313
2,1,5,8,4,10,5,19,23,43,207
2,2,0,4,4,5,1,10,5,108,214
2,2,2,6,4,8,0,12,23,91,232
2,5,6,13,4,7,11,22,19,41,277
2,2,0,4,4,4,2,10,9,99,396
2,1,1,4,4,9,1,14,25,107,240
2,3,0,5,4,8,14,26,19,65,173
2,0,1,3,4,9,0,13,13,89,351
2,1,7,10,4,7,1,12,11,72,202
2,2,2,6,4,5,2,11,10,102,253
2,2,2,6,4,9,4,17,13,116,298
2,1,0,3,4,4,1,9,6,54,224
2,4,0,6,4,2,11,17,1,36,275
2,1,1,4,4,4,0,8,20,32,248
2,0,4,6,4,10,0,14,29,39,258
2,5,7,14,4,5,13,22,15,23,109
2,0,1,3,4,4,0,8,11,43,261
2,2,3,7,4,12,4,20,32,73,489
2,2,3,7,4,11,3,18,20,106,312
2,4,1,7,4,8,12,24,15,110,177
2,7,3,12,4,5,19,28,14,113,346
2,6,0,8,4,7,12,23,21,26,252
2,2,5,9,4,10,10,24,30,39,173
2,5,4,11,4,6,12,22,23,120,341
2,1,0,3,4,7,0,11,19,104,312
2,5,1,8,4,4,7,15,8,77,396
2,1,1,4,4,7,3,14,11,22,268
2,1,4,7,4,5,0,9,11,70,169
2,2,0,4,4,6,4,14,16,37,354
2,1,0,3,4,10,1,15,31,86,554
2,7,4,13,4,4,29,37,10,36,389
2,1,1,4,4,11,0,15,31,129,322
2,3,1,6,4,10,4,18,9,99,364
2,4,3,9,4,5,7,16,8,55,390
2,5,2,9,4,4,6,14,5,69,192
2,5,3,10,4,4,14,22,16,50,175
2,3,0,5,4,6,3,13,20,86,315
2,2,1,5,4,6,4,14,16,67,490
2,1,3,6,4,9,1,14,22,11,170
2,2,0,4,4,7,1,12,13,35,364
2,3,5,10,4,5,4,13,6,85,311
2,2,1,5,4,5,12,21,5,88,375
2,1,4,7,4,6,0,10,24,116,411
2,3,1,6,4,7,1,12,21,40,134
2,1,0,3,4,1,5,10,2,57,293
2,1,2,5,4,4,2,10,7,71,216
2,6,10,18,4,10,12,26,27,72,177
2,3,2,7,4,9,9,22,23,72,411
2,5,3,10,4,4,7,15,6,45,352
2,1,3,6,4,8,1,13,12,127,253
2,3,3,8,4,6,7,17,22,80,169
2,1,3,6,4,8,2,14,15,62,395
2,7,6,15,4,9,11,24,22,98,525
2,3,2,7,4,2,6,12,3,84,162
2,2,0,4,4,6,3,13,20,43,617
2,2,3,7,4,7,2,13,8,130,174
2,6,3,11,4,11,15,30,28,49,210
2,1,0,3,4,10,5,19,30,101,385
2,1,5,8,4,7,1,12,25,76,151
2,2,1,5,4,4,5,13,10,63,511
2,2,5,9,4,7,1,12,11,79,412
2,2,2,6,4,4,5,13,12,56,155
2,10,0,12,4,3,26,33,10,60,342
2,5,0,7,4,15,15,34,55,54,395
2,3,4,9,4,8,7,19,21,19,427
2,0,2,4,4,3,0,7,5,95,334
2,5,1,8,4,5,11,20,2,47,275
2,3,3,8,4,6,5,15,17,96,286
2,0,2,4,4,7,0,11,11,76,133
2,7,0,9,4,15,25,44,28,77,432
2,2,1,5,4,3,6,13,3,116,354
2,5,1,8,4,5,7,16,4,50,296
2,0,2,4,4,5,0,9,11,100,307
2,5,2,9,4,2,17,23,8,25,267
2,7,2,11,4,1,19,24,2,69,54
2,2,0,4,4,3,8,15,5,63,241
2,2,1,5,4,15,6,25,38,49,234
2,0,0,2,4,8,0,12,22,19,309
2,5,0,7,4,6,12,22,10,58,292
2,5,5,12,4,9,13,26,24,83,247
2,5,2,9,4,5,14,23,9,105,458
2,1,6,9,4,4,3,11,7,81,419
2,8,2,12,4,2,13,19,0,66,195
2,4,1,7,4,5,6,15,17,114,293
2,4,2,8,4,4,7,15,10,77,306
2,1,9,12,4,5,1,10,7,107,356
2,2,3,7,4,8,7,19,18,40,298
2,7,1,10,4,3,12,19,14,34,233
2,5,1,8,4,4,24,32,14,100,512
2,1,1,4,4,2,4,10,3,63,248
2,1,2,5,4,4,0,8,17,119,231
2,1,2,5,4,6,1,11,13,118,364
